"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prokka_AMPS04__gff","Prokka_AMPS05__gff","Prokka_AMPS17__gff","Prokka_AMPS22__gff","Prokka_AMPS23__gff","Prokka_AMPS34__gff"
"group_9360","mdtA_1","Multidrug resistance protein MdtA","1","1","1","1","2581","1444","1","","1169","1169","1169","","","","HOKMPMND_00990","",""
"group_9361","","hypothetical protein","1","1","1","1","2582","1444","2","","695","695","695","","","","HOKMPMND_00991","",""
"group_9362","yphB","putative protein YphB","1","1","1","1","2592","1619","1","","890","890","890","","","","HOKMPMND_01034","",""
"group_9363","","hypothetical protein","1","1","1","1","7728","1524","1","","554","554","554","","","","HOKMPMND_01082","",""
"group_9364","","hypothetical protein","1","1","1","1","7824","124","9","","386","386","386","","","","HOKMPMND_01153","",""
"group_9365","","hypothetical protein","1","1","1","1","7825","124","10","","683","683","683","","","","HOKMPMND_01154","",""
"group_9366","","hypothetical protein","1","1","1","1","7832","1499","1","","1613","1613","1613","","","","HOKMPMND_01156","",""
"group_9367","","hypothetical protein","1","1","1","1","7919","162","3","","1922","1922","1922","","","","HOKMPMND_01229","",""
"group_9368","","hypothetical protein","1","1","1","1","7988","1708","1","","824","824","824","","","","HOKMPMND_01286","",""
"group_9369","","hypothetical protein","1","1","1","1","7674","1433","2","","1145","1145","1145","","","","HOKMPMND_01291","",""
"group_9370","","hypothetical protein","1","1","1","1","7673","1433","1","","446","446","446","","","","HOKMPMND_01292","",""
"group_9372","","hypothetical protein","1","1","1","1","7670","1705","1","","353","353","353","","","","HOKMPMND_01304","",""
"group_9373","","hypothetical protein","1","1","1","1","7667","296","3","","101","101","101","","","","HOKMPMND_01306","",""
"group_9374","","hypothetical protein","1","1","1","1","7666","1622","1","","830","830","830","","","","HOKMPMND_01311","",""
"group_9375","","hypothetical protein","1","1","1","1","7665","1539","1","","182","182","182","","","","HOKMPMND_01316","",""
"group_9376","","hypothetical protein","1","1","1","1","8027","173","2","","422","422","422","","","","HOKMPMND_01322","",""
"group_9377","","putative signaling protein","1","1","1","1","7664","173","1","","1571","1571","1571","","","","HOKMPMND_01323","",""
"group_9382","","hypothetical protein","1","1","1","1","7660","1710","1","","560","560","560","","","","HOKMPMND_01365","",""
"group_9383","","hypothetical protein","1","1","1","1","7400","1415","2","","173","173","173","","","","HOKMPMND_01385","",""
"group_9384","","hypothetical protein","1","1","1","1","7399","1415","1","","140","140","140","","","","HOKMPMND_01386","",""
"group_9385","mdtB_1","Multidrug resistance protein MdtB","1","1","1","1","7407","9","12","","3101","3101","3101","","","","HOKMPMND_01394","",""
"group_9386","mdtA_3","Multidrug resistance protein MdtA","1","1","1","1","7406","9","11","","1244","1244","1244","","","","HOKMPMND_01395","",""
"group_9387","","hypothetical protein","1","1","1","1","7405","9","2","","851","851","851","","","","HOKMPMND_01396","",""
"ompR_1","","Transcriptional regulatory protein OmpR","1","1","1","1","7404","9","3","","749","749","749","","","","HOKMPMND_01397","",""
"group_9389","sasA_4","Adaptive-response sensory-kinase SasA","1","1","1","1","7403","9","4","","1310","1310","1310","","","","HOKMPMND_01398","",""
"group_9390","","hypothetical protein","1","1","1","1","7409","9","28","","539","539","539","","","","HOKMPMND_01409","",""
"group_9391","","hypothetical protein","1","1","1","1","11539","51","1","","182","182","182","","","","HOKMPMND_01412","",""
"group_9392","rhaS_2","HTH-type transcriptional activator RhaS","1","1","1","1","11538","51","2","","662","662","662","","","","HOKMPMND_01413","",""
"group_9393","paoA_2","Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA","1","1","1","1","11537","51","3","","659","659","659","","","","HOKMPMND_01414","",""
"group_9394","paoB_2","Aldehyde oxidoreductase FAD-binding subunit PaoB","1","1","1","1","11536","51","4","","986","986","986","","","","HOKMPMND_01415","",""
"group_9395","","hypothetical protein","1","1","1","1","11535","51","15","","470","470","470","","","","HOKMPMND_01416","",""
"group_9396","paoC_2","Aldehyde oxidoreductase molybdenum-binding subunit PaoC","1","1","1","1","11541","51","14","","2315","2315","2315","","","","HOKMPMND_01417","",""
"group_9397","","hypothetical protein","1","1","1","1","11543","51","6","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","617","617","617","","","","HOKMPMND_01422","",""
"group_9398","","hypothetical protein","1","1","1","1","11819","1456","1","","557","557","557","","","","HOKMPMND_01435","",""
"group_9399","","hypothetical protein","1","1","1","1","11546","1472","1","","134","134","134","","","","HOKMPMND_01462","",""
"group_94","","hypothetical protein","1","1","1","1","2278","27","27","","227","227","227","","PECMOLEC_07029","","","",""
"dgoD_5","","D-galactonate dehydratase","1","1","1","1","7025","1653","1","","284","284","284","","","","HOKMPMND_06899","",""
"group_9400","","hypothetical protein","1","1","1","1","11772","1583","1","","1016","1016","1016","","","","HOKMPMND_01477","",""
"glxR_1","","2-hydroxy-3-oxopropionate reductase","1","1","1","1","11551","221","1","","875","875","875","","","","HOKMPMND_01489","",""
"group_9402","","hypothetical protein","1","1","1","1","11560","1657","1","","608","608","608","","","","HOKMPMND_01541","",""
"group_9403","","hypothetical protein","1","1","1","1","11562","1691","1","","119","119","119","","","","HOKMPMND_01550","",""
"group_9405","","hypothetical protein","1","1","1","1","11669","1465","1","","683","683","683","","","","HOKMPMND_01575","",""
"group_9406","","hypothetical protein","1","1","1","1","11565","1618","1","","584","584","584","","","","HOKMPMND_01584","",""
"rtcB","","RNA-splicing ligase RtcB","1","1","1","1","11570","1388","1","","1223","1223","1223","","","","HOKMPMND_01593","",""
"prfB_1","","Peptide chain release factor RF2","1","1","1","1","11569","1388","2","","614","614","614","","","","HOKMPMND_01594","",""
"group_9410","epsO","Putative pyruvyl transferase EpsO","1","1","1","1","4230","903","8","","1031","1031","1031","","","","HOKMPMND_01659","",""
"group_9411","","hypothetical protein","1","1","1","1","4205","1","24","","1421","1421","1421","","","","HOKMPMND_01680","",""
"group_9412","pgrR_3","HTH-type transcriptional regulator PgrR","1","1","1","1","4266","1","25","","890","890","890","","","","HOKMPMND_01681","",""
"pnbA_2","","Para-nitrobenzyl esterase","1","1","1","1","4267","1","26","","1655","1655","1655","","","","HOKMPMND_01682","",""
"group_9414","","hypothetical protein","1","1","1","1","4268","1","27","","581","581","581","","","","HOKMPMND_01683","",""
"group_9415","","hypothetical protein","1","1","1","1","4269","1","28","","461","461","461","","","","HOKMPMND_01684","",""
"group_9416","","hypothetical protein","1","1","1","1","4272","1","23","","1442","1442","1442","","","","HOKMPMND_01686","",""
"group_9417","","hypothetical protein","1","1","1","1","2790","254","2","","473","473","473","","","","HOKMPMND_01712","",""
"group_9418","mnmC_2","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC","1","1","1","1","2797","48","6","","1103","1103","1103","","","","HOKMPMND_01736","",""
"group_9419","","hypothetical protein","1","1","1","1","3983","23","7","","740","740","740","","","","HOKMPMND_01743","",""
"group_9420","","hypothetical protein","1","1","1","1","3962","1557","1","","686","686","686","","","","HOKMPMND_01750","",""
"group_9421","","hypothetical protein","1","1","1","1","3957","342","3","","815","815","815","","","","HOKMPMND_01754","",""
"group_9422","","hypothetical protein","1","1","1","1","3932","429","2","","179","179","179","","","","HOKMPMND_01776","",""
"group_9423","","hypothetical protein","1","1","1","1","3901","996","2","","698","698","698","","","","HOKMPMND_01801","",""
"relE2","","Toxin RelE2","1","1","1","1","2805","175","1","","290","290","290","","","","HOKMPMND_01804","",""
"group_9425","","hypothetical protein","1","1","1","1","2806","175","2","","245","245","245","","","","HOKMPMND_01805","",""
"group_9426","","hypothetical protein","1","1","1","1","3884","1419","2","","95","95","95","","","","HOKMPMND_01818","",""
"group_9427","","hypothetical protein","1","1","1","1","2816","1558","1","","377","377","377","","","","HOKMPMND_01871","",""
"group_9428","","hypothetical protein","1","1","1","1","3815","1436","2","","380","380","380","","","","HOKMPMND_01875","",""
"group_9429","hcaB_6","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","1","1","1","1","2819","1436","1","","866","866","866","","","","HOKMPMND_01876","",""
"group_9430","","hypothetical protein","1","1","1","1","3809","1437","2","","470","470","470","","","","HOKMPMND_01880","",""
"group_9431","yliI","Aldose sugar dehydrogenase YliI","1","1","1","1","3808","1437","1","","1142","1142","1142","","","","HOKMPMND_01881","",""
"group_9432","","hypothetical protein","1","1","1","1","3796","1600","1","","386","386","386","","","","HOKMPMND_01886","",""
"group_9433","coaE_2","Dephospho-CoA kinase","1","1","1","1","2822","70","3","","515","515","515","","","","HOKMPMND_01891","",""
"group_9434","","hypothetical protein","1","1","1","1","3769","1402","1","","776","776","776","","","","HOKMPMND_01909","",""
"group_9435","","hypothetical protein","1","1","1","1","2825","1402","2","","491","491","491","","","","HOKMPMND_01910","",""
"group_9437","","IS4 family transposase ISRel1","1","1","1","1","3763","1441","1","","1148","1148","1148","","","","HOKMPMND_01916","",""
"recQ","","ATP-dependent DNA helicase RecQ","1","1","1","1","3754","392","1","","1889","1889","1889","","","","HOKMPMND_01921","",""
"group_9439","neo","Aminoglycoside 3'-phosphotransferase","1","1","1","1","3736","1495","1","","797","797","797","","","","HOKMPMND_01930","",""
"group_9440","","hypothetical protein","1","1","1","1","2835","109","7","","410","410","410","","","","HOKMPMND_01934","",""
"group_9441","","hypothetical protein","1","1","1","1","2837","188","1","","671","671","671","","","","HOKMPMND_01940","",""
"group_9442","","hypothetical protein","1","1","1","1","2839","1381","1","","863","863","863","","","","HOKMPMND_01947","",""
"group_9443","","hypothetical protein","1","1","1","1","2840","1381","2","","200","200","200","","","","HOKMPMND_01948","",""
"group_9444","","hypothetical protein","1","1","1","1","2841","1381","3","","626","626","626","","","","HOKMPMND_01949","",""
"group_9445","","hypothetical protein","1","1","1","1","2842","1381","4","","1205","1205","1205","","","","HOKMPMND_01950","",""
"group_9446","","hypothetical protein","1","1","1","1","2894","129","3","","89","89","89","","","","HOKMPMND_01957","",""
"group_9447","","hypothetical protein","1","1","1","1","3685","129","4","","239","239","239","","","","HOKMPMND_01959","",""
"group_9448","","hypothetical protein","1","1","1","1","3676","1641","1","","611","611","611","","","","HOKMPMND_01969","",""
"group_9449","","hypothetical protein","1","1","1","1","2895","1528","1","","137","137","137","","","","HOKMPMND_01974","",""
"group_9450","menH_1","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","1","1","1","1","2899","312","3","","947","947","947","","","","HOKMPMND_02003","",""
"group_9451","","hypothetical protein","1","1","1","1","3618","1560","1","","563","563","563","","","","HOKMPMND_02021","",""
"group_9452","","hypothetical protein","1","1","1","1","2911","121","2","","182","182","182","","","","HOKMPMND_02083","",""
"group_9453","rhtC_1","Threonine efflux protein","1","1","1","1","3514","66","5","","614","614","614","","","","HOKMPMND_02095","",""
"group_9454","dapA_1","4-hydroxy-tetrahydrodipicolinate synthase","1","1","1","1","3515","66","4","","926","926","926","","","","HOKMPMND_02096","",""
"group_9455","","hypothetical protein","1","1","1","1","2918","107","7","","1274","1274","1274","","","","HOKMPMND_02103","",""
"group_9456","nthB","Nitrile hydratase subunit beta","1","1","1","1","3500","107","4","","659","659","659","","","","HOKMPMND_02105","",""
"group_9457","","hypothetical protein","1","1","1","1","2921","1536","1","","575","575","575","","","","HOKMPMND_02112","",""
"group_9458","","hypothetical protein","1","1","1","1","2920","1561","1","","1481","1481","1481","","","","HOKMPMND_02114","",""
"group_9459","","hypothetical protein","1","1","1","1","2922","1547","1","","1832","1832","1832","","","","HOKMPMND_02122","",""
"group_9460","comR_2","HTH-type transcriptional repressor ComR","1","1","1","1","3472","1410","2","","623","623","623","","","","HOKMPMND_02126","",""
"group_9461","","hypothetical protein","1","1","1","1","3473","1410","1","","917","917","917","","","","HOKMPMND_02127","",""
"tetM","","Tetracycline resistance protein TetM from transposon TnFO1","1","1","1","1","3463","1389","1","","1958","1958","1958","","","","HOKMPMND_02131","",""
"group_9463","adhC2","NADP-dependent alcohol dehydrogenase C 2","1","1","1","1","3464","1389","2","","1046","1046","1046","","","","HOKMPMND_02132","",""
"group_9464","rhaS_4","HTH-type transcriptional activator RhaS","1","1","1","1","3465","1389","3","","908","908","908","","","","HOKMPMND_02133","",""
"group_9465","","hypothetical protein","1","1","1","1","2926","1582","1","","146","146","146","","","","HOKMPMND_02136","",""
"cmoM","","tRNA 5-carboxymethoxyuridine methyltransferase","1","1","1","1","2937","1476","1","","584","584","584","","","","HOKMPMND_02140","",""
"group_9467","ohrR_2","Organic hydroperoxide resistance transcriptional regulator","1","1","1","1","2938","1634","1","","470","470","470","","","","HOKMPMND_02149","",""
"group_9468","malK_10","Maltose/maltodextrin import ATP-binding protein MalK","1","1","1","1","2939","1615","1","","1019","1019","1019","","","","HOKMPMND_02153","",""
"group_9469","","hypothetical protein","1","1","1","1","3436","1","457","","770","770","770","","","","HOKMPMND_02155","",""
